energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id
0.583,181.489,0.432,gaming,-4.682,0.0933,0.544,Benson Boone,4,0.0687,87,https://api.spotify.com/v1/tracks/51eSHglvG1RJXtL3qI5trr,spotify:track:51eSHglvG1RJXtL3qI5trr,Fireworks & Rollerblades,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/51eSHglvG1RJXtL3qI5trr,51eSHglvG1RJXtL3qI5trr,Slow It Down,2024-04-05,0,168CdR21lfn0TTyw1Pkdcm,1,8,161831,0.174,51eSHglvG1RJXtL3qI5trr,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.709,81.012,0.722,gaming,-4.95,0.0804,0.604,Shaboozey,4,0.0273,86,https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf,spotify:track:2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2FQrifJ1N335Ljm3TjTVVf,2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),2024-04-12,0,6egBeCLeGITzGSo5VyRjwZ,1,9,171292,0.0633,2FQrifJ1N335Ljm3TjTVVf,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.782,119.992,0.727,gaming,-8.529,0.225,0.655,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",4,0.042,86,https://api.spotify.com/v1/tracks/1BJJbSX6muJVF2AK7uH1x4,spotify:track:1BJJbSX6muJVF2AK7uH1x4,Move,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/1BJJbSX6muJVF2AK7uH1x4,1BJJbSX6muJVF2AK7uH1x4,Move,2024-06-07,0.336,4M8ThNHbNjda2cPwL8XZHS,0,8,177599,0.0563,1BJJbSX6muJVF2AK7uH1x4,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.745,180.098,0.464,gaming,-3.202,0.363,0.262,"Hanumankind, Kalmi",4,0.161,85,https://api.spotify.com/v1/tracks/0OA00aPt3BV10qeMIs3meW,spotify:track:0OA00aPt3BV10qeMIs3meW,Big Dawgs,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/0OA00aPt3BV10qeMIs3meW,0OA00aPt3BV10qeMIs3meW,Big Dawgs,2024-07-09,0,6Yw4204wbgmpsGTzjXBhYD,0,4,190667,0.0235,0OA00aPt3BV10qeMIs3meW,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.586,107.071,0.669,gaming,-6.073,0.104,0.579,Sabrina Carpenter,4,0.054,88,https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/5N3hjp1WNayUPZrA8kJmJP,5N3hjp1WNayUPZrA8kJmJP,Please Please Please,2024-06-06,0,5bBaoign62r1i7OV8w7mi9,1,9,186365,0.274,5N3hjp1WNayUPZrA8kJmJP,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.965,128.04,0.561,gaming,-3.673,0.371,0.304,"David Guetta, Bebe Rexha",4,0.0343,85,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,spotify:track:4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2022-08-26,7.07e-06,7M842DMhYVALrXsw3ty7B3,0,7,175238,0.00383,4uUG5RXrOk84mYEfFvj3cK,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.544,132.052,0.571,gaming,-10.613,0.322,0.216,d4vd,4,0.0299,85,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,spotify:track:1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,2022-07-20,0.00805,4B3FsNFguOEJ4TWEsct83B,1,6,132631,0.453,1xK59OXxi2TAAAbmZK0kBL,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.854,140.515,0.477,gaming,-4.715,0.065,0.314,"LISA, ROSALÍA",5,0.275,85,https://api.spotify.com/v1/tracks/7ov3TDp5D00Rnu5R1viX4w,spotify:track:7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7ov3TDp5D00Rnu5R1viX4w,7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),2024-08-15,0,2ha4ucrONN0cihLMkP02Ch,1,7,179790,0.0858,7ov3TDp5D00Rnu5R1viX4w,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.471,105.029,0.472,gaming,-5.692,0.14,0.219,Benson Boone,3,0.0603,85,https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9,6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,2024-01-18,0,29aSKB1qPEbN0Qf9OPSQpw,1,10,180304,0.151,6tNQ70jh4OwmPGpYy6R2o9,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.667,130.019,0.776,gaming,-6.622,0.0761,0.618,"Charli xcx, Billie Eilish",4,0.0983,85,https://api.spotify.com/v1/tracks/3WOhcATHxK2SLNeP5W3v1v,spotify:track:3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/3WOhcATHxK2SLNeP5W3v1v,3WOhcATHxK2SLNeP5W3v1v,Guess featuring billie eilish,2024-08-01,0.3,3ThlxfLSy4bfKzxWqmC7VN,1,7,145219,0.0146,3WOhcATHxK2SLNeP5W3v1v,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.946,151.647,0.599,gaming,-4.263,0.0826,0.747,Artemas,4,0.0447,84,https://api.spotify.com/v1/tracks/2GxrNKugF82CnoRFbQfzPf,spotify:track:2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2GxrNKugF82CnoRFbQfzPf,2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,2024-03-19,0.0106,5HIWDdg3g9CTOtnevKDl1z,1,11,142515,0.000938,2GxrNKugF82CnoRFbQfzPf,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.855,127.986,0.638,gaming,-4.86,0.245,0.731,"Post Malone, Morgan Wallen",4,0.0264,84,https://api.spotify.com/v1/tracks/7221xIgOnuakPdLqT0F3nP,spotify:track:7221xIgOnuakPdLqT0F3nP,I Had Some Help,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7221xIgOnuakPdLqT0F3nP,7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),2024-05-10,0,1woYXxyyxTQJ0E0AhZE6mj,1,7,178206,0.00757,7221xIgOnuakPdLqT0F3nP,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.642,179.974,0.745,gaming,-6.257,0.0658,0.226,Lil Tecca,4,0.287,84,https://api.spotify.com/v1/tracks/1lOe9qE0vR9zwWQAOk6CoO,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,We Love You Tecca,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/1lOe9qE0vR9zwWQAOk6CoO,1lOe9qE0vR9zwWQAOk6CoO,Ransom,2019-08-30,0,1I6FpscJIfwf4T56VxGVsB,0,7,131240,0.0204,1lOe9qE0vR9zwWQAOk6CoO,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.829,139.198,0.476,gaming,-3.806,0.167,0.505,Odetari,4,0.0658,84,https://api.spotify.com/v1/tracks/2yR2sziCF4WEs3klW1F38d,spotify:track:2yR2sziCF4WEs3klW1F38d,KEEP UP // FROSTBITE,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2yR2sziCF4WEs3klW1F38d,2yR2sziCF4WEs3klW1F38d,KEEP UP,2024-07-17,0.00916,526xuSD6c45Gb5hH4rN8RY,0,10,133227,0.0172,2yR2sziCF4WEs3klW1F38d,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.552,144.941,0.64,gaming,-5.679,0.119,0.112,"Future, Metro Boomin, Travis Scott, Playboi Carti",4,0.129,84,https://api.spotify.com/v1/tracks/28drn6tQo95MRvO0jQEo5C,spotify:track:28drn6tQo95MRvO0jQEo5C,WE DON'T TRUST YOU,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/28drn6tQo95MRvO0jQEo5C,28drn6tQo95MRvO0jQEo5C,Type Shit,2024-03-22,0,4iqbFIdGOTzXeDtt9owjQn,1,2,228267,0.0215,28drn6tQo95MRvO0jQEo5C,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.453,139.943,0.915,gaming,-4.589,0.104,0.287,Gunna,4,0.27,84,https://api.spotify.com/v1/tracks/4Na2HfNSr58chvfX69fy36,spotify:track:4Na2HfNSr58chvfX69fy36,One of Wun,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4Na2HfNSr58chvfX69fy36,4Na2HfNSr58chvfX69fy36,one of wun,2024-05-10,0.000163,7g0PJ7VbsOkYTECUFkyNPN,0,10,144000,0.0872,4Na2HfNSr58chvfX69fy36,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.787,119.996,0.704,gaming,-6.751,0.159,0.31,"HUGEL, Topic, Arash, Daecolm",4,0.0462,83,https://api.spotify.com/v1/tracks/5nPbKG04fhLkIAjcPFaZq7,spotify:track:5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/5nPbKG04fhLkIAjcPFaZq7,5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),2024-07-19,0.00538,5MrdEMJrBnauBJsd1nYY00,0,11,214000,0.00926,5nPbKG04fhLkIAjcPFaZq7,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.618,126.031,0.853,gaming,-10.833,0.0972,0.32,"Lost Frequencies, Tom Odell",4,0.0923,83,https://api.spotify.com/v1/tracks/4MSj19TwYBLgDFj3ddEeco,spotify:track:4MSj19TwYBLgDFj3ddEeco,Black Friday (pretty like the sun),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4MSj19TwYBLgDFj3ddEeco,4MSj19TwYBLgDFj3ddEeco,Black Friday (pretty like the sun),2024-07-19,0.89,4CAe3r1nsTTAjGcWqGZbAr,1,6,145599,0.633,4MSj19TwYBLgDFj3ddEeco,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.751,129.994,0.701,gaming,-8.39,0.15,0.22,Taylor Swift,4,0.0502,83,https://api.spotify.com/v1/tracks/4q5YezDOIPcoLr8R81x9qy,spotify:track:4q5YezDOIPcoLr8R81x9qy,THE TORTURED POETS DEPARTMENT,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4q5YezDOIPcoLr8R81x9qy,4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,2024-04-18,0,1Mo4aZ8pdj6L1jx8zSwJnt,1,0,218005,0.123,4q5YezDOIPcoLr8R81x9qy,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.957,126.035,0.804,gaming,-5.452,0.114,0.962,Charli xcx,4,0.034,83,https://api.spotify.com/v1/tracks/19RybK6XDbAVpcdxSbZL1o,spotify:track:19RybK6XDbAVpcdxSbZL1o,BRAT,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/19RybK6XDbAVpcdxSbZL1o,19RybK6XDbAVpcdxSbZL1o,Apple,2024-06-07,0.0174,2lIZef4lzdvZkiiCzvPKj7,1,0,151740,0.125,19RybK6XDbAVpcdxSbZL1o,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.457,146.04,0.592,gaming,-6.081,0.146,0.225,XXXTENTACION,4,0.0603,82,https://api.spotify.com/v1/tracks/2ZRo7axmMPeSVUvDbGkJah,spotify:track:2ZRo7axmMPeSVUvDbGkJah,?,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2ZRo7axmMPeSVUvDbGkJah,2ZRo7axmMPeSVUvDbGkJah,Hope,2018-03-16,0.000331,2Ti79nwTsont5ZHfdxIzAm,0,9,110886,0.661,2ZRo7axmMPeSVUvDbGkJah,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.792,100.011,0.687,gaming,-2.749,0.167,0.671,"Marshmello, Bastille",4,0.0452,82,https://api.spotify.com/v1/tracks/7BqHUALzNBTanL6OvsqmC1,spotify:track:7BqHUALzNBTanL6OvsqmC1,Happier,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7BqHUALzNBTanL6OvsqmC1,7BqHUALzNBTanL6OvsqmC1,Happier,2018-08-17,0,2u4Yp2ADTKYPwFSBFL4ffa,1,5,214290,0.191,7BqHUALzNBTanL6OvsqmC1,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.676,162.012,0.814,gaming,-4.67,0.119,0.312,"Future, Metro Boomin, Kendrick Lamar",4,0.231,83,https://api.spotify.com/v1/tracks/2tudvzsrR56uom6smgOcSf,spotify:track:2tudvzsrR56uom6smgOcSf,WE DON'T TRUST YOU,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2tudvzsrR56uom6smgOcSf,2tudvzsrR56uom6smgOcSf,Like That,2024-03-22,1.28e-05,4iqbFIdGOTzXeDtt9owjQn,0,11,267707,0.00709,2tudvzsrR56uom6smgOcSf,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.522,89.96,0.755,gaming,-4.368,0.0685,0.925,"Post Malone, Swae Lee",4,0.0575,82,https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,Hollywood's Bleeding,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/0RiRZpuVRbi7oqRdSMwhQY,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,2019-09-06,0,4g1ZRSobMefqF6nelkgibi,1,2,157560,0.533,0RiRZpuVRbi7oqRdSMwhQY,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.622,130.001,0.847,gaming,-6.747,0.285,0.22,Gunna,4,0.0903,82,https://api.spotify.com/v1/tracks/4rXLjWdF2ZZpXCVTfWcshS,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,a Gift & a Curse,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4rXLjWdF2ZZpXCVTfWcshS,4rXLjWdF2ZZpXCVTfWcshS,fukumean,2023-06-16,0,5qmZefgh78fN3jsyPPlvuw,0,1,125040,0.119,4rXLjWdF2ZZpXCVTfWcshS,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.668,90.969,0.646,gaming,-5.203,0.212,0.64,Mark Ambor,4,0.0282,82,https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/5uQ7de4EWjb3rkcFxyEOpu,5uQ7de4EWjb3rkcFxyEOpu,Belong Together,2024-02-16,0,3PlCMwyq6nuQYtoYproV1o,1,2,148318,0.491,5uQ7de4EWjb3rkcFxyEOpu,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.733,172.09,0.625,gaming,-8.757,0.375,0.244,21 Savage,4,0.0488,81,https://api.spotify.com/v1/tracks/52eIcoLUM25zbQupAZYoFh,spotify:track:52eIcoLUM25zbQupAZYoFh,american dream,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/52eIcoLUM25zbQupAZYoFh,52eIcoLUM25zbQupAZYoFh,redrum,2024-01-12,0.000983,2RRYaYHY7fIIdvFlvgb5vq,1,2,270698,0.00598,52eIcoLUM25zbQupAZYoFh,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.642,83.389,0.463,gaming,-4.474,0.0686,0.339,"Future, Drake, Tems",4,0.34,82,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,spotify:track:59nOXPmaKlBfGMDeOVGrIK,I NEVER LIKED YOU,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),2022-04-29,0,6tE9Dnp2zInFij4jKssysL,1,1,189893,0.314,59nOXPmaKlBfGMDeOVGrIK,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.761,129.963,0.634,gaming,-4.752,0.549,0.785,"Marshmello, Kane Brown",4,0.0472,81,https://api.spotify.com/v1/tracks/4pkb8SbRGeHAvdb87v9rpf,spotify:track:4pkb8SbRGeHAvdb87v9rpf,Miles On It,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4pkb8SbRGeHAvdb87v9rpf,4pkb8SbRGeHAvdb87v9rpf,Miles On It,2024-05-03,0,5gWV4yp27HCbXJ1YLe8hQM,1,5,168454,0.00537,4pkb8SbRGeHAvdb87v9rpf,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.537,128.009,0.921,gaming,-5.723,0.102,0.711,XXXTENTACION,4,0.0804,81,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL,spotify:track:0JP9xo3adEtGSdUEISiszL,?,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/0JP9xo3adEtGSdUEISiszL,0JP9xo3adEtGSdUEISiszL,Moonlight,2018-03-16,0.00404,2Ti79nwTsont5ZHfdxIzAm,0,9,135090,0.556,0JP9xo3adEtGSdUEISiszL,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.745,165.995,0.808,gaming,-5.26,0.292,0.829,"Eminem, Juice WRLD",4,0.342,81,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Music To Be Murdered By,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),2020-01-17,0,4otkd9As6YaxxEkIjXPiZ6,0,10,210800,0.145,7FIWs0pqAYbP91WWM0vlTQ,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.741,120.064,0.771,gaming,-7.132,0.111,0.19,"Zerb, The Chainsmokers, Ink",4,0.0374,81,https://api.spotify.com/v1/tracks/5ZUIPLoTLJZrPQh2kFZEUM,spotify:track:5ZUIPLoTLJZrPQh2kFZEUM,Addicted,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/5ZUIPLoTLJZrPQh2kFZEUM,5ZUIPLoTLJZrPQh2kFZEUM,Addicted,2024-03-29,0.000163,7yO1vbedliKtwQ65jAjBQr,0,5,152250,0.0245,5ZUIPLoTLJZrPQh2kFZEUM,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.727,130.035,0.887,gaming,-4.318,0.213,0.932,Gunna,4,0.135,82,https://api.spotify.com/v1/tracks/6EUcP55GlbmsmCzfL2vxtZ,spotify:track:6EUcP55GlbmsmCzfL2vxtZ,One of Wun,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/6EUcP55GlbmsmCzfL2vxtZ,6EUcP55GlbmsmCzfL2vxtZ,on one tonight,2024-05-10,1.16e-06,7g0PJ7VbsOkYTECUFkyNPN,0,4,90760,0.381,6EUcP55GlbmsmCzfL2vxtZ,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.95,150.019,0.673,gaming,-5.149,0.398,0.563,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",4,0.0488,81,https://api.spotify.com/v1/tracks/09CnYHiZ5jGT1wr1TXJ9Zt,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/09CnYHiZ5jGT1wr1TXJ9Zt,09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),2023-12-01,0.0823,1J7XItLnNLegigdh4AjGKN,1,11,140000,0.0229,09CnYHiZ5jGT1wr1TXJ9Zt,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.62,120.042,0.857,gaming,-8.13,0.0934,0.796,Charli xcx,4,0.0472,81,https://api.spotify.com/v1/tracks/4w2GLmK2wnioVnb5CPQeex,spotify:track:4w2GLmK2wnioVnb5CPQeex,BRAT,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4w2GLmK2wnioVnb5CPQeex,4w2GLmK2wnioVnb5CPQeex,360,2024-06-07,0.244,2lIZef4lzdvZkiiCzvPKj7,1,0,133805,0.646,4w2GLmK2wnioVnb5CPQeex,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.887,127.003,0.936,gaming,-2.76,0.0582,0.889,Eminem,4,0.0683,81,https://api.spotify.com/v1/tracks/2HYFX63wP3otVIvopRS99Z,spotify:track:2HYFX63wP3otVIvopRS99Z,Houdini,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2HYFX63wP3otVIvopRS99Z,2HYFX63wP3otVIvopRS99Z,Houdini,2024-05-31,1.88e-06,6Xuu2z00jxRPZei4IJ9neK,0,9,227239,0.0292,2HYFX63wP3otVIvopRS99Z,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.646,115.842,0.645,gaming,-8.334,0.074,0.295,Ariana Grande,4,0.0427,81,https://api.spotify.com/v1/tracks/46kspZSY3aKmwQe7O77fCC,spotify:track:46kspZSY3aKmwQe7O77fCC,eternal sunshine,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/46kspZSY3aKmwQe7O77fCC,46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),2024-03-08,3.04e-05,71PfP4E9roOXAudea1aPGw,1,5,228639,0.0615,46kspZSY3aKmwQe7O77fCC,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.586,116.971,0.896,gaming,-6.687,0.79,0.642,Roddy Ricch,4,0.0559,81,https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Please Excuse Me for Being Antisocial,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I,0nbXyq5TXYPCO7pr3N8S4I,The Box,2019-12-06,0,52u4anZbHd6UInnmHRFzba,0,10,196653,0.104,0nbXyq5TXYPCO7pr3N8S4I,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.558,104.983,0.943,gaming,-4.911,0.0937,0.606,Jack Harlow,4,0.0568,81,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU,spotify:track:4xhsWYTOGcal8zt0J161CU,Lovin On Me,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU,4xhsWYTOGcal8zt0J161CU,Lovin On Me,2023-11-10,2.19e-06,6VCO0fDBGbRW8mCEvV95af,1,2,138411,0.0026,4xhsWYTOGcal8zt0J161CU,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.75,155.096,0.732,gaming,-6.366,0.109,0.401,Lil Uzi Vert,4,0.231,81,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,Luv Is Rage 2,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,2017-08-25,0,733e1ZfktLSwj96X5rsMeE,0,11,182707,0.00264,7GX5flRQZVHRAGd6B4TmDO,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.764,140.113,0.882,gaming,-5.241,0.119,0.886,"Central Cee, Lil Baby",4,0.204,81,https://api.spotify.com/v1/tracks/7iabz12vAuVQYyekFIWJxD,spotify:track:7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7iabz12vAuVQYyekFIWJxD,7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),2024-05-23,0,4AzPr5SUpNF553eC1d3aRy,1,11,140733,0.359,7iabz12vAuVQYyekFIWJxD,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.632,121.031,0.762,gaming,-8.312,0.18,0.282,"Lost Frequencies, Calum Scott",4,0.085,81,https://api.spotify.com/v1/tracks/3mfER4ORePHvN35cbZ3dkV,spotify:track:3mfER4ORePHvN35cbZ3dkV,All Stand Together,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/3mfER4ORePHvN35cbZ3dkV,3mfER4ORePHvN35cbZ3dkV,Where Are You Now,2023-11-10,0.000205,6Kk0U3JRoniLtiSjypjEVL,0,6,149067,0.51,3mfER4ORePHvN35cbZ3dkV,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.512,80.511,0.829,gaming,-5.865,0.12,0.638,Sleepy Hallow,4,0.187,80,https://api.spotify.com/v1/tracks/4XvcHTUfIlWfyJTRG0aqlo,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,Still Sleep?,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4XvcHTUfIlWfyJTRG0aqlo,4XvcHTUfIlWfyJTRG0aqlo,2055,2021-06-02,0,38nZLvJx8A9p4YYpTG5iFP,0,6,123987,0.492,4XvcHTUfIlWfyJTRG0aqlo,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.716,91.007,0.701,gaming,-3.671,0.324,0.732,"24kGoldn, iann dior",4,0.0361,80,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,El Dorado,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),2021-03-26,0,270o30h7cAlEhBnbuSpFZq,0,7,140533,0.174,4jPy3l0RUwlUI9T5XHBW2m,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.773,129.923,0.681,gaming,-4.706,0.0978,0.504,Eternxlkz,4,0.0345,80,https://api.spotify.com/v1/tracks/67smGwuPEtA6GAfeweAVNO,spotify:track:67smGwuPEtA6GAfeweAVNO,SLAY!,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/67smGwuPEtA6GAfeweAVNO,67smGwuPEtA6GAfeweAVNO,SLAY!,2024-03-15,0.734,3xCc8FxQsm6AE7ZWJ7h5sx,1,1,107077,0.0863,67smGwuPEtA6GAfeweAVNO,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
