energy,tempo,danceability,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,uri,track_id,track_name,instrumentalness,mode,key,duration_ms,acousticness,type,genre,plot
0.386,192.004,0.504,-10.976,0.0961,0.281,"Taylor Swift, Post Malone",4,0.0308,84,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),1.53e-05,1,11,228965,0.502,music,"pop,mainstream","이 곡은 경쾌한 비트와 함께 약간의 우울한 감정을 담고 있습니다. 에너지는 중간 정도로 유지되며, 발랄함과 함께 약간의 쓸쓸함이 느껴지는 멜로디가 특징입니다. 댄스하기에는 적당한 템포와 함께, 어쿠스틱한 요소가 가미되어 있어 감성적인 분위기를 자아냅니다."
0.778,96.057,0.911,-2.248,0.179,0.345,"Bad Bunny, Feid",4,0.262,84,spotify:track:7iQXYTyuG13aoeHxGG28Nh,7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,2.16e-05,1,5,162768,0.0887,music,"latin,reggaeton","""PERRO NEGRO""는 강렬한 에너지를 지닌 곡으로, 리드미컬한 비트와 함께 댄스하기 좋은 분위기를 만들어냅니다. 다소 어두운 감정을 담고 있는 멜로디와 낮은 발라드 느낌의 발음이 조화를 이루며, 경쾌한 비트 속에서도 깊은 감성을 전달합니다. 전체적으로는 신나는 댄스 트랙이지만, 그 안에 숨겨진 복잡한 감정이 느껴지는 곡입니다."
0.697,116.109,0.741,-7.028,0.133,0.774,Creedence Clearwater Revival,4,0.0277,84,spotify:track:2LawezPeJhN4AWuSB0GtAU,2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,2.28e-05,1,0,160133,0.0664,music,"rock,classic","""Have You Ever Seen The Rain""은 경쾌하면서도 감성적인 분위기를 자아냅니다. 에너지가 높고 발랄한 느낌을 주며, 댄스하기 좋은 리듬이 돋보입니다. 장조의 밝은 화음이 곡의 전체적인 기분을 더욱 긍정적으로 만들어 주며, 듣는 이에게 따뜻한 감정을 불러일으킵니다."
0.652,141.981,0.47,-9.629,0.175,0.104,"A$AP Rocky, Imogen Heap, Clams Casino",4,0.0561,84,spotify:track:3ZaEs1O8BG581qYPHpQ8d6,3ZaEs1O8BG581qYPHpQ8d6,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),4.08e-05,1,2,190286,0.0831,music,"hip-hop,chill","이 곡은 중간 정도의 에너지를 지니고 있으며, 차분하면서도 어두운 분위기를 자아냅니다. 발랄함보다는 우울한 감정이 느껴지며, 리듬은 적당히 댄스할 수 있을 정도로 움직임을 유도하지만, 전체적으로는 깊은 사색에 잠기게 만드는 요소가 강합니다. 경쾌한 비트와 함께 흐르는 멜로디는 마치 꿈속을 떠도는 듯한 몽환적인 느낌을 주며, 듣는 이로 하여금 복잡한 감정을 느끼게 합니다."
0.574,120.013,0.669,-6.442,0.146,0.273,"Lil Peep, XXXTENTACION",4,0.0286,84,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,4jvjzW7Hm0yK4LvvE0Paz9,Falling Down - Bonus Track,0.00294,0,4,196400,0.0175,music,"hip-hop,chill","""Falling Down - Bonus Track""는 차분하면서도 감정적인 분위기를 자아냅니다. 중간 정도의 에너지를 지닌 이 곡은 약간 우울한 느낌을 주며, 슬픈 멜로디와 함께 깊은 감성을 전달합니다. 120 BPM의 템포는 리드미컬하면서도 여유로운 흐름을 만들어, 듣는 이로 하여금 사색에 잠기게 하는 매력을 지니고 있습니다."
0.709,194.055,0.744,-5.778,0.0847,0.712,"Myke Towers, benny blanco",4,0.284,84,spotify:track:0qeIFEGRQqHoaJtLCl0U73,0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),0.0,0,6,130880,0.0501,music,"pop,mainstream","이 곡은 강렬한 에너지를 지닌 팝 트랙으로, 빠른 템포와 높은 댄스 가능성 덕분에 활기찬 분위기를 자아냅니다. 경쾌하면서도 약간의 어두운 감성을 느낄 수 있는 단조의 멜로디가 매력적이며, 듣는 이로 하여금 자연스럽게 몸을 흔들게 만드는 리듬을 가지고 있습니다. 전체적으로 긍정적인 느낌이 강조되면서도, 깊이 있는 감정이 담겨 있는 곡입니다."
0.952,125.304,0.445,-5.321,0.112,0.624,Guns N' Roses,4,0.0522,84,spotify:track:7snQQk1zcKl8gZ92AnueZW,7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,0.0843,1,6,356067,0.09,music,"rock,classic","""Sweet Child O' Mine""은 강렬한 에너지를 지닌 곡으로, 듣는 이에게 깊은 감동을 선사합니다. 밝은 장조의 멜로디와 함께 약간의 경쾌함이 느껴지지만, 댄스하기에는 다소 무거운 리듬을 가지고 있습니다. 전체적으로 록의 힘과 감성을 잘 조화시킨 곡으로, 강한 기타 사운드와 함께 잔잔한 감정을 불러일으킵니다."
0.492,120.151,0.828,-9.744,0.128,0.789,Fleetwood Mac,4,0.0276,84,spotify:track:0ofHAoxe9vBkTCp2UQIavz,0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,0.00428,1,0,257800,0.0644,music,"rock,classic","""Dreams - 2004 Remaster""는 부드럽고 감성적인 록 사운드를 지니고 있습니다. 중간 정도의 에너지를 바탕으로, 경쾌한 리듬과 높은 댄스 가능성이 조화를 이루며 듣는 이로 하여금 자연스럽게 몸을 움직이게 만듭니다. 밝은 장조의 멜로디가 기분을 좋게 하고, 전체적으로 편안하면서도 희망적인 분위기를 자아냅니다."
0.533,131.036,0.797,-9.74,0.103,0.329,"XXXTENTACION, Trippie Redd",4,0.0412,84,spotify:track:7AQim7LbvFVZJE3O8TYgf2,7AQim7LbvFVZJE3O8TYgf2,Fuck Love,0.000152,0,0,146520,0.0172,music,"hip-hop,chill","""Fuck Love""는 중간 정도의 에너지를 지닌 곡으로, 감정적으로 깊이 있는 분위기를 자아냅니다. 다소 우울한 단조의 멜로디와 낮은 발란스가 어우러져, 듣는 이에게 복잡한 감정을 불러일으키며, 리드미컬한 비트는 춤추고 싶은 마음을 자극합니다. 전반적으로 차분하면서도 강렬한 감정이 느껴지는 힙합 트랙으로, 감정의 소용돌이를 표현하고 있습니다."
0.251,139.999,0.746,-16.169,0.106,0.18,XXXTENTACION,4,0.259,84,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,5TXDeTFVRVY7Cvt0Dw4vWW,Revenge,0.00203,0,11,120027,0.782,music,"hip-hop,chill","""Revenge""는 차분하면서도 감정적으로 깊이 있는 분위기를 자아냅니다. 낮은 에너지와 음의 조화가 어우러져 슬프고 우울한 느낌을 주며, 잔잔한 비트 위에서 감정이 고조되는 듯한 요소가 느껴집니다. 또한, 댄스 가능성이 높아 리듬에 맞춰 몸을 흔들고 싶어지지만, 전체적으로는 내면의 감정을 탐구하는 듯한 차분한 느낌이 지배적입니다."
0.216,79.109,0.555,-11.661,0.109,0.504,Richy Mitch & The Coal Miners,3,0.0721,84,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,6me7F0aaZjwDo6RJ5MrfBD,Evergreen,0.00416,1,3,87000,0.557,music,"folk,indie","""Evergreen""은 부드럽고 차분한 포크 인디 사운드를 지닌 곡으로, 느긋한 템포와 함께 따뜻한 감성을 전달합니다. 에너지는 낮지만, 적당한 댄스 가능성과 중간 정도의 긍정적인 분위기가 어우러져 편안한 느낌을 줍니다. 전체적으로 자연과의 조화를 느낄 수 있는 서정적인 멜로디가 특징적이며, 감정적으로 안정된 상태를 유지하는 듯한 인상을 남깁니다."
0.532,85.03,0.548,-7.596,0.217,0.405,Arctic Monkeys,4,0.0323,84,spotify:track:5FVd6KXrgO9B3JPmC8OPst,5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,0.000263,1,5,272394,0.186,music,"rock,alternative","""Do I Wanna Know?""는 중간 정도의 에너지를 지닌 곡으로, 감정적으로 깊이 있는 분위기를 자아냅니다. 느긋한 템포와 함께 약간의 우울함이 느껴지는 발라드적 요소가 어우러져, 듣는 이로 하여금 사색에 잠기게 합니다. 또한, 장조의 밝은 음색이 곡의 매력을 더해주며, 댄스하기보다는 감상하는 데 적합한 느낌을 줍니다."
0.791,105.018,0.894,-4.699,0.0388,0.583,"USHER, Lil Jon, Ludacris",4,0.112,84,spotify:track:5rb9QrpfcKFHM1EUbSIurX,5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),0.0,1,2,250373,0.0183,music,"pop,throwback","이 곡은 경쾌하고 활기찬 분위기를 자아냅니다. 에너지가 높고 댄스하기 좋은 비트가 특징으로, 파티나 클럽에서 즐기기에 적합한 곡입니다. 장조의 밝은 멜로디와 함께, 리드미컬한 템포가 사람들을 끌어모으는 매력을 지니고 있습니다."
0.824,100.024,0.778,-5.892,0.405,0.758,"Shakira, Wyclef Jean",4,0.0707,84,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),0.0,0,10,218093,0.284,music,"pop,throwback","""Hips Don't Lie""는 경쾌한 비트와 함께 강한 에너지를 전달하는 곡입니다. 댄스하기 좋은 리듬과 긍정적인 분위기가 어우러져, 듣는 이로 하여금 자연스럽게 몸을 움직이게 만듭니다. 다소 어두운 단조의 멜로디 속에서도 즐거움이 느껴지는 이 곡은, 과거의 향수를 불러일으키며 파티 분위기를 한층 고조시킵니다."
0.902,84.412,0.573,-7.638,0.0928,0.876,a-ha,4,0.054,84,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,0.00125,0,6,225280,0.018,music,"pop,throwback","""Take on Me""는 강렬한 에너지를 지닌 곡으로, 듣는 이에게 활력을 불어넣습니다. 밝은 멜로디와는 대조적으로 단조의 분위기가 감도는 이 곡은, 감정의 깊이를 더해주며 복고풍의 매력을 발산합니다. 중간 정도의 댄스 가능성과 함께, 경쾌한 비트가 리듬을 타고 흐르면서도, 전체적으로는 약간의 우울함이 느껴지는 독특한 조화를 이룹니다."
0.939,129.024,0.671,-3.206,0.298,0.53,"Pitbull, AFROJACK, Ne-Yo, Nayer",4,0.161,84,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,4QNpBfC0zvjKqPJcyqBy9W,Give Me Everything (feat. Nayer),0.0,1,8,252307,0.191,music,"pop,throwback","""Give Me Everything""은 강렬한 에너지를 지닌 곡으로, 경쾌한 비트와 함께 사람들을 춤추게 만드는 매력이 있습니다. 밝은 장조로 구성되어 있어 긍정적인 분위기를 자아내며, 적당한 발랄함과 함께 약간의 감정적인 깊이를 느낄 수 있습니다. 전체적으로 파티나 축제의 분위기를 연상시키며, 듣는 이로 하여금 즐거운 순간을 만끽하게 만드는 곡입니다."
0.822,167.997,0.604,-4.833,0.147,0.288,Imagine Dragons,4,0.0438,84,spotify:track:1zB4vmk8tFRmM9UULNzbLB,1zB4vmk8tFRmM9UULNzbLB,Thunder,0.134,1,0,187147,0.00672,music,"pop,soft","""Thunder""는 강렬한 에너지를 지닌 곡으로, 빠른 템포와 함께 힘찬 비트가 특징입니다. 밝은 장조로 구성되어 있지만, 상대적으로 낮은 발랄함을 느끼게 하는 분위기를 가지고 있어, 감정적으로는 다소 무거운 느낌을 줍니다. 댄스하기 좋은 요소도 있지만, 전체적으로는 힘찬 전개 속에 내면의 갈등을 담고 있는 듯한 복합적인 감정을 전달합니다."
0.552,75.881,0.346,-6.864,0.114,0.0789,Adele,4,0.0282,84,spotify:track:6VObnIkLVruX4UVyxWhlqm,6VObnIkLVruX4UVyxWhlqm,Skyfall,0.0,0,0,286480,0.417,music,"pop,soft","""Skyfall""은 어두운 감정이 가득한 곡으로, 깊은 감성과 함께 서정적인 멜로디가 특징입니다. 에너지는 중간 정도지만, 전체적으로 음울한 분위기가 감돌아 듣는 이에게 강한 여운을 남깁니다. 느린 템포와 낮은 발란스는 곡의 긴장감을 더욱 부각시키며, 아델의 강렬한 보컬이 이 곡의 감정을 더욱 깊게 전달합니다."
0.913,115.728,0.574,-4.793,0.156,0.423,AC/DC,4,0.133,84,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,0.00158,0,6,208400,0.061,music,"rock,classic","""Highway to Hell""은 강렬한 에너지를 지닌 록 곡으로, 듣는 이에게 강한 몰입감을 선사합니다. 다소 어두운 분위기의 단조로 구성되어 있으며, 중간 템포의 리듬이 경쾌함과 함께 긴장감을 조성합니다. 전체적으로 거칠고 힘찬 사운드가 특징이며, 감정적으로는 약간의 우울함이 느껴지는 곡입니다."
0.543,68.534,0.359,-7.582,0.118,0.453,Taylor Swift,4,0.0919,84,spotify:track:1dGr1c8CrMLDpV6mPbImSI,1dGr1c8CrMLDpV6mPbImSI,Lover,1.58e-05,1,7,221307,0.492,music,"pop,soft","""Lover""는 부드럽고 감성적인 분위기를 지닌 곡입니다. 중간 정도의 에너지를 가지고 있으며, 느긋한 템포와 함께 따뜻한 멜로디가 특징입니다. 장조로 구성되어 있어 긍정적인 감정을 불러일으키지만, 약간의 우울함이 느껴지는 발라드적인 요소도 함께 담겨 있습니다."
0.442,146.277,0.557,-7.224,0.11,0.213,Coldplay,4,0.0243,84,spotify:track:75JFxkI2RXiU7L9VXzMkle,75JFxkI2RXiU7L9VXzMkle,The Scientist,1.46e-05,1,5,309600,0.731,music,"pop,soft","""The Scientist""는 부드럽고 감성적인 분위기를 지닌 곡입니다. 에너지는 중간 정도로, 듣는 이에게 편안함을 주며, 발랄함보다는 깊은 감정을 전달합니다. 높은 어쿠스틱 특성과 함께 장조의 조화로운 멜로디가 어우러져, 잔잔하면서도 서정적인 느낌을 자아냅니다."
0.379,107.989,0.614,-10.48,0.0986,0.201,Ed Sheeran,4,0.0476,84,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,0.000464,1,4,258987,0.607,music,"pop,soft","""Photograph""는 부드럽고 감성적인 분위기를 지닌 곡입니다. 낮은 에너지와 함께, 잔잔한 템포가 감정적인 여운을 남기며, 듣는 이로 하여금 깊은 생각에 잠기게 합니다. 아크루스틱한 요소가 강조되어 있어 따뜻하고 친근한 느낌을 주며, 전체적으로 서정적인 멜로디가 마음을 편안하게 해줍니다."
0.518,126.089,0.875,-8.388,0.125,0.37,CYRIL,4,0.0551,84,spotify:track:0h3Xy4V4apMraB5NuM8U7Z,0h3Xy4V4apMraB5NuM8U7Z,Stumblin' In,0.00995,1,2,213364,0.0638,music,"electronic,tropical","""Stumblin' In""은 경쾌한 비트와 함께 흐르는 전자 음악의 매력을 지니고 있습니다. 적당한 에너지를 유지하면서도 댄스하기 좋은 리듬이 돋보이며, 밝은 장조의 조화가 기분을 한층 더 고양시킵니다. 전체적으로는 여유롭고 즐거운 분위기를 자아내며, tropical 요소가 더해져 이국적인 느낌을 줍니다."
0.707,82.045,0.786,-4.386,0.121,0.691,"Maisak, Feid",4,0.0635,84,spotify:track:2gmd7lY3QSzLh0xIY4cRvi,2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,0.0,0,7,225373,0.0399,music,"latin,modern","""SE ME OLVIDA""는 중간 템포의 리드미컬한 곡으로, 감정적인 깊이를 지닌 단조의 분위기를 가지고 있습니다. 에너지가 높고 댄스하기 좋은 요소가 가득해, 듣는 이로 하여금 자연스럽게 몸을 움직이게 만듭니다. 전체적으로 밝은 느낌의 발라드와는 달리, 약간의 쓸쓸함이 느껴지는 멜로디가 매력적으로 다가옵니다."
0.866,140.266,0.526,-5.822,0.0945,0.248,Arctic Monkeys,4,0.0568,84,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,0BxE4FqsDD1Ot4YuBXwAPp,505,7.78e-05,1,0,253587,0.00287,music,"rock,indie","""505""는 강렬한 에너지를 지닌 곡으로, 빠른 템포와 함께 록의 역동성을 잘 표현하고 있습니다. 다소 어두운 감정을 내포한 발라드 느낌이 강하며, 낮은 발란스 수치는 곡의 분위기를 더욱 음침하게 만듭니다. 전체적으로는 강한 비트와 함께 감정적인 깊이를 느낄 수 있는 곡입니다."
0.284,99.796,0.358,-8.285,0.183,0.276,SZA,3,0.0285,84,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,0.0,1,7,180853,0.805,music,"r&b,modern","""Nobody Gets Me""는 부드럽고 감성적인 분위기를 자아내는 곡입니다. 낮은 에너지와 발랄함이 부족한 발라드 스타일로, 잔잔한 멜로디와 함께 깊은 감정을 전달합니다. 아크루스틱한 요소가 두드러져 따뜻하고 친밀한 느낌을 주며, 느린 템포와 조화롭게 어우러져 듣는 이에게 사색의 시간을 제공합니다."
0.524,95.01,0.748,-5.599,0.111,0.661,"The Chainsmokers, Halsey",4,0.0338,84,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,Closer,0.0,1,8,244960,0.414,music,"electronic,modern","""Closer""는 중간 정도의 에너지를 지닌 곡으로, 경쾌하면서도 감정적인 분위기를 자아냅니다. 댄스하기 좋은 리듬과 함께 밝은 장조의 조화가 어우러져, 듣는 이에게 긍정적인 감정을 전달합니다. 전체적으로 부드러운 사운드와 적당한 템포가 조화를 이루며, 현대적인 전자 음악의 매력을 잘 표현하고 있습니다."
0.453,139.943,0.915,-4.589,0.104,0.287,Gunna,4,0.27,84,spotify:track:4Na2HfNSr58chvfX69fy36,4Na2HfNSr58chvfX69fy36,one of wun,0.000163,0,10,144000,0.0872,music,"gaming,modern","""one of wun""은 중간 정도의 에너지를 지닌 곡으로, 다소 어두운 분위기를 자아냅니다. 빠른 템포와 높은 댄스 가능성 덕분에 리드미컬한 느낌이 강하지만, 전체적으로는 우울한 감정이 감돌며 듣는 이에게 깊은 몰입감을 제공합니다. 현대적인 사운드와 게임 음악의 요소가 결합되어 독특한 분위기를 만들어내고 있습니다."
0.829,139.198,0.476,-3.806,0.167,0.505,Odetari,4,0.0658,84,spotify:track:2yR2sziCF4WEs3klW1F38d,2yR2sziCF4WEs3klW1F38d,KEEP UP,0.00916,0,10,133227,0.0172,music,"gaming,modern","""KEEP UP""은 강렬한 에너지를 지닌 곡으로, 빠른 비트와 함께 긴장감 넘치는 분위기를 자아냅니다. 다소 어두운 단조의 멜로디가 특징적이며, 댄스하기에는 적당한 리듬을 가지고 있지만, 전체적으로는 신비롭고 긴장된 느낌을 전달합니다. 이 곡은 게임의 긴박한 순간이나 도전적인 상황에 잘 어울리는 사운드를 제공합니다."
0.642,179.974,0.745,-6.257,0.0658,0.226,Lil Tecca,4,0.287,84,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,1lOe9qE0vR9zwWQAOk6CoO,Ransom,0.0,0,7,131240,0.0204,music,"gaming,modern","""Ransom""은 강렬한 에너지를 지닌 곡으로, 빠른 템포와 함께 긴장감 넘치는 분위기를 자아냅니다. 다소 어두운 느낌의 단조 조성이 곡의 감정적인 깊이를 더하며, 낮은 발라드의 요소가 잘 어우러져 있습니다. 댄스하기 좋은 비트와 함께, 차가운 감정이 느껴지는 이 곡은 현대적인 게임 사운드트랙으로도 잘 어울릴 것 같습니다."
0.364,75.24,0.524,-10.209,0.1,0.436,"Daniel Caesar, H.E.R.",4,0.0367,84,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,1RMJOxR6GRPsBHL8qeC2ux,Best Part (feat. H.E.R.),0.0,1,7,209831,0.808,music,"r&b,modern","""Best Part""는 부드럽고 감성적인 R&B 트랙으로, 잔잔한 분위기가 돋보입니다. 낮은 템포와 높은 어쿠스틱 특성 덕분에 따뜻하고 아늑한 느낌을 주며, 감정이 풍부하게 전달됩니다. 에너지는 상대적으로 낮지만, 그로 인해 더욱 깊이 있는 감성을 느낄 수 있는 곡입니다."
0.536,97.541,0.716,-7.798,0.208,0.359,Junior H,3,0.0328,84,spotify:track:4ZOkfHC38nxSeSqzGE5HFr,4ZOkfHC38nxSeSqzGE5HFr,PIÉNSALO,0.0,0,2,240669,0.452,music,"latin,modern","""PIÉNSALO""는 중간 정도의 에너지를 지닌 곡으로, 감정적으로 깊이 있는 분위기를 자아냅니다. 약간 우울한 단조의 멜로디와 함께, 리드미컬한 비트가 조화를 이루어 듣는 이로 하여금 자연스럽게 몸을 흔들게 만듭니다. 전체적으로는 감성적이면서도 댄스할 수 있는 요소를 갖춘 곡으로, 느긋한 템포 속에서 여운을 남기는 느낌을 줍니다."
0.706,80.969,0.722,-4.857,0.067,0.599,Shaboozey,4,0.0292,84,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),0.0,1,9,171292,0.072,music,"pop,global","""A Bar Song (Tipsy)""는 경쾌하고 즐거운 분위기를 자아내는 곡입니다. 에너지가 높고 댄스하기 좋은 리듬이 특징으로, 친구들과 함께하는 즐거운 순간을 떠올리게 합니다. 부드러운 멜로디와 함께 장조의 밝은 느낌이 더해져, 편안하면서도 신나는 분위기를 만들어냅니다."
0.643,117.025,0.74,-5.446,0.0407,0.96,Hozier,4,0.0413,84,spotify:track:19XpFsce28aByvCC4g89tJ,19XpFsce28aByvCC4g89tJ,Too Sweet,0.00229,1,10,251424,0.041,music,"pop,global","""Too Sweet""는 경쾌하고 밝은 분위기를 자아내는 곡입니다. 에너지가 적당히 높고, 기분이 좋고 긍정적인 느낌을 주는 발라드로, 리듬감이 뛰어나 춤추고 싶어지는 매력이 있습니다. 부드러운 멜로디와 함께 따뜻한 감정이 느껴지며, 듣는 이에게 기분 좋은 여운을 남기는 곡입니다."
0.547,95.0,0.778,-7.273,0.132,0.442,"P!nk, Nate Ruess",4,0.0489,83,spotify:track:1mKXFLRA179hdOWQBwUk9e,1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),0.000306,1,2,242733,0.344,music,"pop,soft","""Just Give Me a Reason""은 부드러운 멜로디와 감정이 담긴 하모니로 가득 찬 곡입니다. 중간 정도의 에너지를 지니고 있어 듣는 이에게 편안함을 주며, 댄스하기에도 적합한 리듬을 가지고 있습니다. 밝은 장조의 분위기 속에서 약간의 애틋함이 느껴지는 이 곡은, 서로의 마음을 확인하고자 하는 대화의 순간을 담고 있습니다."
0.264,119.93,0.422,-7.064,0.132,0.331,John Legend,4,0.0322,83,spotify:track:3U4isOIWM3VvDubwSI3y7a,3U4isOIWM3VvDubwSI3y7a,All of Me,0.0,1,8,269560,0.922,music,"pop,soft","""All of Me""는 부드럽고 감성적인 분위기를 자아내는 곡입니다. 낮은 에너지와 높은 어쿠스틱 특성 덕분에 따뜻하고 진솔한 느낌을 주며, 잔잔한 멜로디가 마음을 편안하게 합니다. 장조로 구성되어 있어 긍정적인 감정을 불러일으키며, 느린 템포가 감정의 깊이를 더해줍니다."
0.187,132.679,0.303,-16.757,0.102,0.212,Patrick Watson,4,0.0356,83,spotify:track:44A0o4jA8F2ZF03Zacwlwx,44A0o4jA8F2ZF03Zacwlwx,Je te laisserai des mots,0.499,1,2,160853,0.989,music,"folk,indie","""Je te laisserai des mots""는 부드럽고 섬세한 포크 사운드가 특징인 곡입니다. 낮은 에너지와 발랄함이 부족한 분위기로, 감정적으로 깊이 있는 멜로디가 청자를 감싸며 잔잔한 여운을 남깁니다. 아크루스틱한 요소가 강조되어 있어 자연과의 조화를 느끼게 하며, 전체적으로 차분하고 서정적인 느낌을 줍니다."
0.763,120.042,0.695,-3.497,0.0863,0.551,Post Malone,4,0.0396,83,spotify:track:21jGcNKet2qwijlDFuPiPb,21jGcNKet2qwijlDFuPiPb,Circles,0.00242,1,0,215280,0.189,music,"hip-hop,melodic","""Circles""는 경쾌하면서도 감성적인 분위기를 자아내는 곡입니다. 에너지가 높고 댄스하기 좋은 리듬이 특징이며, 밝은 장조로 인해 긍정적인 감정을 불러일으킵니다. 중간 템포와 적당한 볼륨이 조화를 이루어, 듣는 이로 하여금 편안하게 즐길 수 있는 멜로디를 제공합니다."
0.425,102.078,0.357,-7.301,0.322,0.27,Conan Gray,3,0.0333,83,spotify:track:4xqrdfXkTW4T0RauPLv3WA,4xqrdfXkTW4T0RauPLv3WA,Heather,0.0,1,5,198040,0.584,music,"ambient,academic","""Heather""는 부드럽고 감성적인 분위기를 자아내는 곡입니다. 중간 정도의 에너지를 지니고 있으며, 차분한 템포와 함께 감정적인 멜로디가 어우러져 듣는 이에게 깊은 여운을 남깁니다. 또한, 약간의 우울함이 느껴지는 발라드적인 요소가 있어, 고요한 순간에 잘 어울리는 음악입니다."
0.89,133.52,0.502,-5.175,0.217,0.259,AC/DC,4,0.0364,83,spotify:track:57bgtoPSgt236HzfBOd8kj,57bgtoPSgt236HzfBOd8kj,Thunderstruck,0.0117,1,4,292880,0.000147,music,"rock,classic","""Thunderstruck""는 강렬한 에너지를 지닌 록 곡으로, 청중을 사로잡는 힘이 느껴집니다. 빠른 템포와 높은 에너지는 긴장감과 흥분을 불러일으키며, 강한 비트가 뚜렷하게 드러나 있습니다. 장조의 밝은 분위기 속에서도 다소 음울한 감정이 느껴져, 전반적으로 강렬하면서도 묘한 매력을 지닌 곡입니다."
0.416,113.986,0.324,-8.92,0.11,0.151,Lana Del Rey,4,0.0368,83,spotify:track:2nMeu6UenVvwUktBCpLMK9,2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,3.69e-05,0,11,236053,0.262,music,"ambient,academic","""Young And Beautiful""은 차분하면서도 우울한 분위기를 자아냅니다. 낮은 에너지와 음의 조화가 어우러져, 감정적으로 깊이 있는 여운을 남기는 곡입니다. 느린 템포와 단조의 조화는 듣는 이로 하여금 사색에 잠기게 하며, 몽환적인 느낌을 더욱 강조합니다."
0.628,90.482,0.639,-7.578,0.386,0.43,"Kanye West, Dwele",4,0.0398,83,spotify:track:5TRPicyLGbAF2LGBFbHGvO,5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,0.0,0,6,237507,0.0381,music,"hip-hop,chill","""Flashing Lights""는 중간 정도의 에너지를 지닌 곡으로, 차분하면서도 세련된 분위기를 자아냅니다. 약간의 우울함이 느껴지는 단조의 멜로디와 함께, 느긋한 비트가 조화를 이루어 듣는 이로 하여금 깊은 생각에 잠기게 합니다. 댄스하기에는 적당한 리듬을 가지고 있지만, 전체적으로는 감성적이고 몽환적인 느낌이 강하게 드러나는 곡입니다."
0.678,117.067,0.595,-5.18,0.418,0.259,PARTYNEXTDOOR,4,0.0335,83,spotify:track:5fEB6ZmVkg63GZg9qO86jh,5fEB6ZmVkg63GZg9qO86jh,Break from Toronto,0.00389,1,9,99213,0.0199,music,"hip-hop,chill","""Break from Toronto""는 중간 정도의 에너지를 지닌 곡으로, 차분하면서도 리드미컬한 분위기를 자아냅니다. 약간의 우울함이 느껴지는 발라드적 요소가 있지만, 전체적으로는 경쾌한 비트와 함께 편안한 감성을 제공합니다. 이 곡은 느긋하게 감상하기 좋은 힙합 트랙으로, 도시의 여유로운 밤을 떠올리게 합니다."
0.581,130.033,0.613,-8.588,0.25,0.551,Taylor Swift,4,0.0424,83,spotify:track:4R2kfaDFhslZEMJqAFNpdd,4R2kfaDFhslZEMJqAFNpdd,cardigan,0.000345,0,0,239560,0.537,music,"ambient,academic","""cardigan""은 부드럽고 감성적인 분위기를 지닌 곡입니다. 중간 정도의 에너지를 유지하면서도, 약간의 우울함이 느껴지는 단조의 멜로디가 특징적입니다. 130 BPM의 템포와 적당한 댄스 가능성 덕분에 편안하게 감상할 수 있으며, 아늑한 느낌의 사운드가 청중을 감싸는 듯한 인상을 줍니다."
